CPU,RAM,Storage,GPU,ScreenSize,ScreenType,TouchType,Form,Region,Price in INR
20,3,49,28,15,QHD+,Non-Touch,Laptop,AUS,2757400.8
23,13,40,28,10,QHD+,Touch,Laptop,GBR,1481569.194
20,15,40,28,17,FHD,Non-Touch,Laptop,BRA,1181058.382
20,7,37,19,15,FHD,Non-Touch,Laptop,FRA,1931987.925
20,15,16,7,17,FHD,Non-Touch,Laptop,CAN,2510128.312
25,15,54,28,13,HD+,Non-Touch,Laptop,IND,2068198.272
7,15,39,28,14,HD+,Non-Touch,Laptop,AUS,526907.745
19,15,70,26,10,FHD,Non-Touch,Desktop,GBR,5015612.742
25,15,70,35,15,FHD,Non-Touch,Laptop,GER,881947.08
20,2,44,5,10,FHD,Non-Touch,Desktop,FRA,2230963.63
20,3,39,28,17,FHD,Non-Touch,Desktop,CHN,5003283.6
42,1,23,28,23,FHD,Touch,Desktop,FRA,848935.5
25,15,23,14,15,UHD,Non-Touch,Laptop,FRA,1277417.834
12,16,4,8,10,FHD,Non-Touch,Desktop,FRA,1151767.876
20,15,70,28,15,UHD,Touch,Laptop,FRA,2116871.834
44,15,28,28,15,FHD,Non-Touch,Laptop,AUS,837822.825
20,3,55,2,10,FHD,Non-Touch,Desktop,AUS,2997171.962
20,13,39,28,15,HD,Non-Touch,Laptop,CHN,483906.528
12,15,54,12,15,FHD,Non-Touch,Laptop,BRA,1460302.343
22,7,52,26,17,FHD,Non-Touch,Laptop,IND,4951343.012
20,15,39,34,10,FHD,Non-Touch,Desktop,FRA,1173971.771
12,15,54,28,13,FHD,Touch,Laptop,AUS,1190096.88
20,15,16,18,10,FHD,Non-Touch,Desktop,FRA,2166907.792
13,15,54,28,13,QHD+,Touch,Laptop,GER,2195683.042
6,13,23,28,10,FHD,Non-Touch,Desktop,AUS,759082.1648
6,7,4,5,15,FHD,Non-Touch,Laptop,FRA,857487.75
19,3,70,26,10,FHD,Non-Touch,Desktop,IND,4183320.778
20,15,41,19,10,FHD,Non-Touch,Desktop,BRA,2267264.114
22,15,55,17,10,FHD,Non-Touch,Desktop,FRA,1791536.271
20,3,56,3,17,FHD,Non-Touch,Laptop,IND,3901404.5
12,3,23,28,15,FHD,Touch,Laptop,FRA,611973.6
20,3,16,7,10,FHD,Non-Touch,Desktop,CAN,2475411.53
22,15,23,26,17,FHD,Non-Touch,Laptop,GBR,4033244.551
10,15,54,12,14,FHD,Non-Touch,Laptop,IND,1743679.078
22,15,23,11,10,FHD,Non-Touch,Desktop,FRA,3280607.736
25,15,28,5,15,FHD,Non-Touch,Laptop,AUS,1109245.095
22,1,16,17,10,FHD,Non-Touch,Desktop,FRA,1534699.173
12,3,23,19,10,FHD,Non-Touch,Desktop,FRA,1507991.842
42,13,40,28,12,FHD+,Touch,Laptop,AUS,906878.385
20,16,70,19,10,FHD,Non-Touch,Desktop,FRA,1169722.687
20,15,4,14,10,FHD,Non-Touch,Desktop,IND,1256733.394
22,15,23,3,10,FHD,Non-Touch,Desktop,FRA,2496205.173
25,15,23,5,15,FHD,Touch,Laptop,FRA,839379.8
6,13,23,28,17,FHD,Non-Touch,Laptop,BRA,890261.9908
10,15,23,28,15,FHD,Non-Touch,Laptop,AUS,1111764.675
20,15,70,4,23,FHD,Touch,Desktop,USA,1605772.224
6,15,41,28,13,FHD+,Touch,Laptop,CAN,1931229.3
12,15,40,10,15,HD+,Non-Touch,Laptop,USA,712771.92
20,15,54,28,10,FHD,Non-Touch,Desktop,FRA,911179.5
20,3,26,28,15,UHD,Touch,Laptop,FRA,2019557.61
22,7,56,3,10,FHD,Non-Touch,Desktop,USA,3837218.616
20,3,54,19,10,FHD,Non-Touch,Desktop,FRA,1730255.8
25,8,5,28,10,FHD,Non-Touch,Desktop,FRA,917123.256
20,3,54,17,15,FHD,Non-Touch,Laptop,IND,2421767.572
6,15,23,28,15,HD,Non-Touch,Laptop,CHN,670124.952
25,15,41,4,17,HD+,Non-Touch,Laptop,IND,1019227.832
35,15,54,1,17,FHD,Non-Touch,Laptop,GER,1312582.6
35,15,23,28,15,FHD,Non-Touch,Laptop,GER,609620.5248
19,7,61,11,10,FHD,Non-Touch,Desktop,CAN,10505023.84
25,15,4,5,17,FHD,Touch,Laptop,BRA,1701476.388
20,7,41,28,13,FHD,Touch,Laptop,USA,1079272.656
20,3,70,7,15,FHD,Non-Touch,Laptop,CHN,4001155.2
25,15,54,28,17,FHD,Non-Touch,Laptop,IND,1593562.152
20,3,55,3,10,FHD,Non-Touch,Desktop,IND,2066166.312
25,11,23,28,15,HD+,Touch,Laptop,CHN,912336.138
44,13,23,28,10,FHD,Non-Touch,Desktop,CAN,599385.15
20,15,33,7,17,UHD,Non-Touch,Laptop,BRA,2666894.215
20,15,5,19,17,QHD,Non-Touch,Laptop,FRA,1627977.477
25,3,42,4,15,FHD,Non-Touch,Laptop,GER,1032490.172
20,15,53,28,10,FHD,Non-Touch,Desktop,FRA,1001827.477
25,3,40,19,15,FHD,Non-Touch,Laptop,BRA,1782375.744
20,3,58,7,10,FHD,Non-Touch,Laptop,IND,2212137.858
25,15,54,28,13,FHD,Non-Touch,Laptop,AUS,1014742.05
20,3,4,8,10,FHD,Non-Touch,Desktop,FRA,1309659.407
25,15,23,12,15,FHD,Non-Touch,Laptop,AUS,1170960.105
20,3,46,28,13,FHD,Non-Touch,Laptop,CAN,1436635.2
25,3,41,28,13,UHD,Touch,Laptop,AUS,2442405.42
25,15,56,14,15,FHD,Non-Touch,Laptop,AUS,1134881.58
25,15,41,28,12,HD+,Non-Touch,Laptop,AUS,1322076.105
20,7,70,19,15,FHD,Non-Touch,Laptop,FRA,1894187.372
42,3,23,28,15,FHD,Non-Touch,Laptop,GER,533911.84
35,15,28,28,23,FHD,Non-Touch,Desktop,CAN,1395377.584
22,3,54,3,15,UHD,Non-Touch,Laptop,CAN,5903335.602
1,3,52,28,15,FHD,Non-Touch,Laptop,BRA,4833591.19
20,15,59,14,10,FHD,Non-Touch,Desktop,FRA,1457842.323
22,15,23,3,17,FHD,Non-Touch,Laptop,GBR,4546471.468
25,3,4,3,10,FHD,Non-Touch,Desktop,IND,2982020.244
20,15,39,28,14,HD+,Non-Touch,Laptop,CHN,1003235.94
22,15,55,18,10,FHD,Non-Touch,Desktop,FRA,1949130.302
10,3,54,12,15,FHD,Non-Touch,Laptop,IND,1643070.94
25,8,23,5,15,FHD,Non-Touch,Laptop,USA,1461886.201
5,15,23,28,15,FHD,Touch,Laptop,GER,1279774.65
20,15,4,28,10,FHD,Non-Touch,Desktop,BRA,1392833.526
6,15,41,5,15,FHD,Non-Touch,Laptop,CAN,1159290.314
20,3,23,26,17,FHD,Non-Touch,Laptop,GBR,3688374.088
20,15,4,14,17,FHD,Non-Touch,Desktop,IND,1725416.532
22,3,41,17,15,FHD,Non-Touch,Laptop,FRA,1530467.246
2,15,41,28,13,FHD,Touch,Laptop,AUS,973348.11
1,7,45,3,17,UHD,Non-Touch,Laptop,IND,6018383.028
20,3,54,28,13,FHD,Touch,Laptop,GBR,2350160.54
20,3,70,19,10,FHD,Non-Touch,Desktop,AUS,2046825.69
20,3,52,26,17,FHD,Non-Touch,Laptop,CAN,4565401.75
6,15,23,21,10,FHD,Non-Touch,Desktop,FRA,1147847.246
25,3,56,33,10,FHD,Non-Touch,Desktop,FRA,1005572.19
20,3,34,26,10,FHD,Non-Touch,Desktop,IND,3622317.272
22,7,52,26,10,FHD,Non-Touch,Desktop,FRA,2147363.218
20,3,52,28,10,FHD,Non-Touch,Desktop,FRA,1392709.311
20,3,54,32,15,UHD,Non-Touch,Laptop,FRA,3273677.162
20,3,23,28,12,FHD+,Non-Touch,Laptop,AUS,2306867.745
20,3,23,26,10,FHD,Non-Touch,Desktop,IND,3322148.046
20,3,53,7,17,UHD,Non-Touch,Laptop,FRA,2200899.204
19,2,54,11,10,FHD,Non-Touch,Desktop,IND,13149234.42
20,3,41,5,14,FHD,Non-Touch,Laptop,FRA,1543907.134
25,13,41,28,13,FHD,Non-Touch,Laptop,AUS,926159.01
25,8,23,28,15,FHD,Touch,Laptop,GBR,1138321.597
1,7,23,14,15,UHD,Non-Touch,Laptop,BRA,4346089.126
13,3,56,25,17,HD,Non-Touch,Laptop,FRA,2445857.127
12,5,43,19,10,FHD,Non-Touch,Desktop,FRA,1066703.148
25,3,23,28,15,HD+,Non-Touch,Laptop,AUS,1387823.22
25,15,54,28,15,FHD,Touch,Laptop,FRA,1201733.078
20,15,23,28,17,FHD,Non-Touch,Laptop,CAN,1847166.23
25,13,4,28,17,FHD,Non-Touch,Laptop,BRA,986946.2988
25,15,4,28,17,FHD,Non-Touch,Laptop,IND,1521620.856
25,3,56,28,15,FHD,Non-Touch,Desktop,AUS,1449594.195
25,15,23,28,13,FHD,Non-Touch,Laptop,AUS,1027661.565
42,13,4,28,15,FHD,Non-Touch,Laptop,AUS,696215.52
42,13,23,29,15,HD+,Non-Touch,Laptop,GER,524736.394
22,15,54,18,15,FHD,Non-Touch,Laptop,AUS,1750890.435
20,8,23,7,17,FHD,Non-Touch,Laptop,FRA,2585906.4
20,14,23,4,15,FHD,Non-Touch,Laptop,CHN,1087196.544
6,15,40,14,15,FHD,Non-Touch,Laptop,BRA,1413768.308
25,15,56,28,14,FHD,Non-Touch,Laptop,AUS,1127673.54
25,1,40,28,15,FHD,Non-Touch,Laptop,BRA,991752.8555
25,15,23,4,10,FHD,Non-Touch,Desktop,USA,1448036.352
2,13,40,28,15,HD,Non-Touch,Laptop,GBR,1109541.86
20,15,40,7,10,FHD,Non-Touch,Desktop,FRA,1138011.994
25,3,4,19,10,FHD,Non-Touch,Desktop,IND,1375721.172
6,15,23,28,14,HD+,Non-Touch,Laptop,AUS,704396.28
20,3,54,5,14,FHD,Non-Touch,Laptop,IND,2376236.8
22,7,23,26,17,FHD,Non-Touch,Laptop,IND,4372383.092
14,15,41,28,15,FHD,Non-Touch,Laptop,FRA,651336.973
20,15,28,28,27,FHD,Non-Touch,Desktop,CAN,2134420.47
20,7,55,3,17,FHD,Non-Touch,Laptop,AUS,4107719.385
10,3,23,18,10,FHD,Non-Touch,Desktop,FRA,1529878.924
25,15,70,28,21,FHD,Non-Touch,Desktop,CAN,1236558.96
25,3,56,26,10,FHD,Non-Touch,Desktop,CAN,3305876.547
20,3,41,28,15,FHD,Touch,Laptop,FRA,1059709.917
25,15,41,5,15,UHD,Touch,Laptop,FRA,1951439.903
35,3,16,3,10,FHD,Non-Touch,Desktop,IND,6341554.702
42,15,70,28,17,HD+,Non-Touch,Laptop,IND,849810.276
2,3,41,28,14,FHD,Non-Touch,Laptop,AUS,826678.125
20,7,64,19,10,FHD,Non-Touch,Desktop,FRA,2210901
25,15,54,7,10,FHD,Non-Touch,Desktop,FRA,1342429.403
40,13,40,28,10,FHD+,Touch,Laptop,AUS,729794.205
42,13,53,4,15,HD+,Non-Touch,Laptop,GER,663079.76
25,15,5,28,15,FHD,Non-Touch,Laptop,GER,1037633.8
22,3,54,12,15,FHD,Non-Touch,Laptop,AUS,1597041.81
6,3,56,14,15,FHD,Non-Touch,Laptop,FRA,1274443.583
20,13,40,10,13,FHD,Touch,Laptop,IND,775299.294
20,3,18,7,10,FHD,Non-Touch,Desktop,IND,3267986.4
21,15,40,28,13,HD,Non-Touch,Laptop,FRA,1185646.826
20,15,41,4,15,FHD,Non-Touch,Laptop,USA,1059710.904
20,3,49,19,15,FHD,Non-Touch,Laptop,AUS,3362742.18
1,7,23,3,15,FHD,Non-Touch,Laptop,AUS,8118361.775
20,15,54,10,15,FHD,Touch,Laptop,IND,2892850.24
22,3,70,18,10,FHD,Non-Touch,Desktop,AUS,2582381.34
19,12,54,11,10,FHD,Non-Touch,Desktop,FRA,4416055.798
42,15,23,28,15,HD+,Touch,Laptop,FRA,581490.784
25,13,23,28,13,FHD,Non-Touch,Laptop,GER,908833.086
6,15,56,28,17,HD+,Non-Touch,Laptop,IND,1169912.534
10,15,5,5,15,FHD,Non-Touch,Laptop,FRA,1059506.756
42,13,23,28,14,HD,Non-Touch,Laptop,CHN,577889.424
20,7,41,32,15,QHD+,Non-Touch,Laptop,IND,4842187.938
23,15,41,28,12,FHD+,Non-Touch,Laptop,AUS,1790576.025
20,3,39,19,15,UHD,Touch,Laptop,CHN,6279651
25,3,56,28,17,FHD,Non-Touch,Laptop,IND,1720231.73
19,3,17,3,10,FHD,Non-Touch,Desktop,FRA,5080481.735
16,15,23,28,10,FHD,Non-Touch,Desktop,FRA,797089.3
22,1,41,18,10,FHD,Non-Touch,Desktop,FRA,1592682.672
25,15,54,28,15,HD+,Touch,Laptop,FRA,795412.1
20,15,41,28,13,QHD,Non-Touch,Laptop,AUS,1276600.5
44,13,23,28,15,HD+,Non-Touch,Laptop,AUS,560751.66
25,15,41,28,17,HD+,Non-Touch,Laptop,IND,1021220.97
25,13,40,28,13,FHD,Non-Touch,Laptop,IND,989230.816
25,3,40,28,13,HD+,Non-Touch,Laptop,BRA,2202011.057
20,15,23,5,15,FHD,Touch,Laptop,GER,1853864.922
20,3,41,5,17,FHD,Non-Touch,Laptop,BRA,1889496.824
22,7,52,3,17,FHD,Non-Touch,Laptop,FRA,4008886.637
25,15,5,28,10,FHD,Non-Touch,Desktop,FRA,985973.8
20,3,39,28,14,FHD,Touch,Laptop,CHN,2943738
12,15,23,5,15,FHD,Non-Touch,Laptop,AUS,1004972.85
2,15,13,12,10,FHD,Non-Touch,Desktop,FRA,925897.581
20,7,70,28,15,QHD+,Non-Touch,Laptop,IND,7354416.552
22,3,5,18,17,FHD,Non-Touch,Laptop,FRA,2375646.616
20,3,41,28,15,QHD+,Non-Touch,Laptop,GBR,3568656
20,3,70,28,15,FHD,Non-Touch,Laptop,FRA,1204224
25,13,41,28,14,FHD,Non-Touch,Laptop,AUS,1209600
1,7,70,14,15,FHD,Non-Touch,Laptop,IND,5170871.51
10,15,11,17,10,FHD,Non-Touch,Desktop,FRA,1076306.546
25,3,41,28,14,FHD,Non-Touch,Laptop,AUS,1230198.795
25,15,41,28,12,FHD+,Touch,Laptop,AUS,1229558.4
6,13,23,5,15,FHD,Non-Touch,Laptop,AUS,1254925.56
20,15,56,14,10,FHD,Non-Touch,Desktop,IND,1524857.95
20,15,40,14,17,FHD,Non-Touch,Laptop,BRA,1767034.371
20,3,42,2,10,FHD,Non-Touch,Desktop,FRA,2371352.711
25,15,4,14,17,FHD,Non-Touch,Desktop,IND,1594236.168
25,13,23,35,13,HD+,Non-Touch,Laptop,GER,754411.35
42,13,40,28,12,FHD,Touch,Laptop,FRA,485338.518
20,7,41,7,17,FHD,Non-Touch,Laptop,FRA,2647980.3
20,3,64,2,17,FHD,Non-Touch,Laptop,FRA,4537941.45
25,3,52,14,15,FHD,Non-Touch,Laptop,FRA,948136.455
42,3,23,5,13,QHD+,Touch,Laptop,AUS,4840903.2
25,13,23,28,14,HD+,Non-Touch,Laptop,AUS,918918.1071
22,3,70,28,15,QHD+,Non-Touch,Laptop,IND,6785740.332
18,13,40,28,15,FHD,Non-Touch,Laptop,CAN,563180.8
20,15,4,28,15,FHD,Touch,Laptop,FRA,1207983.427
25,15,23,5,10,FHD,Non-Touch,Desktop,CAN,1233851.373
25,1,41,28,13,FHD,Non-Touch,Laptop,BRA,1034403.907
12,3,56,10,17,FHD,Non-Touch,Laptop,CAN,2644970.51
5,15,23,6,15,FHD,Non-Touch,Laptop,CHN,2559720.565
25,13,23,28,10,FHD,Non-Touch,Desktop,AUS,814596.3
7,13,39,28,14,HD+,Non-Touch,Laptop,AUS,489935.775
20,3,46,18,15,FHD,Non-Touch,Laptop,CHN,4506969.6
42,13,40,28,17,FHD,Non-Touch,Laptop,BRA,891262.322
20,3,23,5,13,QHD+,Touch,Laptop,USA,4422901.392
20,7,16,19,17,FHD,Non-Touch,Laptop,FRA,2310809.9
6,15,18,19,10,FHD,Non-Touch,Desktop,IND,2009819.07
5,15,23,28,14,HD+,Non-Touch,Laptop,AUS,1086844.5
25,15,40,28,12,FHD,Touch,Laptop,FRA,1090635
12,13,54,1,15,FHD,Non-Touch,Desktop,GER,1469769.896
25,13,53,28,14,FHD,Non-Touch,Laptop,GER,861081.606
20,15,28,19,10,FHD,Non-Touch,Desktop,CAN,2130474.246
7,15,40,28,13,FHD,Non-Touch,Laptop,AUS,942128.145
20,16,41,28,10,FHD,Non-Touch,Desktop,FRA,1368486.315
20,15,10,7,17,FHD,Non-Touch,Laptop,FRA,4307202.2
10,15,41,28,15,FHD,Non-Touch,Laptop,AUS,1314226.62
25,16,4,19,10,FHD,Non-Touch,Desktop,BRA,1711687.03
12,3,49,28,15,FHD,Non-Touch,Laptop,AUS,2055694.41
22,15,54,34,10,FHD,Non-Touch,Desktop,AUS,1357381.305
20,3,52,26,15,FHD,Touch,Laptop,AUS,3088369.095
20,3,52,26,17,QHD,Non-Touch,Laptop,FRA,2881186.28
34,13,40,28,12,FHD+,Non-Touch,Laptop,AUS,741807.885
20,3,70,15,10,FHD,Non-Touch,Desktop,AUS,2373738.57
20,3,23,28,13,QHD,Touch,Laptop,IND,3891811.336
20,3,70,3,15,FHD,Non-Touch,Laptop,CHN,7732670.4
25,11,41,28,14,UHD,Non-Touch,Laptop,AUS,1175846.175
25,15,40,28,13,FHD+,Touch,Laptop,AUS,1444000.32
19,7,60,11,10,FHD,Non-Touch,Desktop,CAN,11824022.21
25,3,5,28,10,FHD,Non-Touch,Desktop,FRA,794351.712
20,15,23,18,17,FHD,Non-Touch,Laptop,IND,2491995.744
20,15,41,28,14,UHD,Touch,Laptop,FRA,1176301.161
25,15,70,4,15,HD+,Non-Touch,Laptop,GER,850961.93
22,7,55,11,10,FHD,Non-Touch,Desktop,CAN,5918895.064
20,7,64,28,17,FHD,Touch,Laptop,FRA,2756640.6
20,3,41,28,13,QHD+,Non-Touch,Laptop,IND,3825820.544
20,7,48,11,10,FHD,Non-Touch,Desktop,IND,5416727.106
12,15,4,10,17,FHD,Non-Touch,Laptop,IND,1363556.67
42,13,39,28,14,HD,Non-Touch,Laptop,CHN,596521.5984
40,13,39,28,15,UHD,Non-Touch,Laptop,FRA,458521.105
20,3,52,19,10,FHD,Non-Touch,Desktop,IND,2623057.164
6,13,23,28,13,FHD,Touch,Laptop,GER,1148110.572
25,11,4,28,13,FHD,Touch,Laptop,FRA,1193150.126
20,3,55,19,15,UHD,Non-Touch,Laptop,BRA,3182092.034
20,3,54,19,17,FHD,Non-Touch,Laptop,AUS,4485443.865
42,15,23,28,10,FHD,Non-Touch,Desktop,CAN,902730.92
25,3,7,19,10,FHD,Non-Touch,Desktop,IND,2080665.09
25,3,4,19,15,FHD,Non-Touch,Laptop,FRA,1602741.063
20,15,23,26,15,FHD,Non-Touch,Laptop,GBR,3036002.172
25,15,56,28,10,FHD,Non-Touch,Desktop,FRA,694408.4
8,3,56,2,10,FHD,Non-Touch,Desktop,CAN,4465045.585
20,7,55,7,10,FHD,Non-Touch,Desktop,IND,5422698.26
25,13,4,19,15,FHD,Non-Touch,Laptop,AUS,1610322.84
20,15,23,17,17,FHD,Non-Touch,Laptop,GBR,2593234
12,3,54,17,15,FHD,Non-Touch,Laptop,AUS,2094540.525
6,15,54,28,13,FHD,Non-Touch,Laptop,IND,1485263.69
22,3,1,18,16,FHD,Non-Touch,Laptop,GER,3723804
20,3,53,19,10,FHD,Non-Touch,Desktop,CAN,2370677.291
22,3,13,3,10,FHD,Non-Touch,Desktop,GER,5413967.566
35,3,70,9,10,FHD,Non-Touch,Desktop,IND,4718314.37
10,3,52,18,10,FHD,Non-Touch,Desktop,IND,2477586.174
25,15,54,19,15,FHD,Non-Touch,Laptop,AUS,1539687.555
20,15,47,5,15,FHD,Non-Touch,Laptop,CHN,2651292
1,7,52,2,17,FHD,Non-Touch,Laptop,CAN,6340259.598
20,15,41,17,17,FHD,Non-Touch,Laptop,USA,3139410.96
20,14,53,4,15,FHD,Non-Touch,Laptop,CHN,1176234.192
18,13,23,4,15,HD+,Non-Touch,Laptop,GER,584576.3896
25,13,23,28,21,FHD,Non-Touch,Desktop,AUS,1213642.924
22,15,41,26,15,FHD,Non-Touch,Laptop,FRA,1997925.93
25,15,23,28,21,FHD,Touch,Desktop,BRA,1151481.923
44,3,23,28,21,FHD,Non-Touch,Desktop,FRA,562505.937
7,15,39,28,14,FHD,Non-Touch,Laptop,AUS,635458.11
12,1,54,18,10,FHD,Non-Touch,Desktop,FRA,1304050.902
25,13,4,28,15,HD+,Non-Touch,Laptop,AUS,1037020.32
22,3,56,17,10,FHD,Non-Touch,Desktop,FRA,2090633.874
22,3,35,26,10,FHD,Non-Touch,Desktop,FRA,2399025.888
20,15,52,2,17,QHD+,Non-Touch,Laptop,GER,5636274
22,3,29,18,10,FHD,Non-Touch,Desktop,FRA,2518151.853
20,7,55,5,10,FHD,Non-Touch,Desktop,FRA,2122733.9
1,3,54,3,17,FHD,Non-Touch,Laptop,FRA,4966135.811
22,3,44,28,10,FHD,Non-Touch,Desktop,FRA,2225460.825
22,15,54,17,15,FHD,Non-Touch,Laptop,AUS,2765277.27
2,15,29,28,10,FHD,Non-Touch,Desktop,FRA,778455.846
19,2,44,31,10,FHD,Non-Touch,Desktop,BRA,7234506.382
12,15,4,10,15,FHD,Non-Touch,Laptop,FRA,709777.6
20,3,49,28,13,QHD+,Non-Touch,Laptop,AUS,2344436.85
22,3,41,28,15,UHD,Non-Touch,Laptop,AUS,3626906.64
22,3,52,26,17,FHD,Non-Touch,Laptop,FRA,4547185.79
20,3,56,17,10,FHD,Non-Touch,Desktop,CAN,2585645.79
12,15,41,28,15,FHD,Non-Touch,Laptop,AUS,1132820.22
22,15,56,17,10,FHD,Non-Touch,Desktop,IND,2519684.09
20,3,56,28,17,FHD,Non-Touch,Laptop,IND,2184575.064
12,15,54,10,13,FHD,Non-Touch,Laptop,IND,1310698.972
20,7,52,2,17,FHD,Non-Touch,Laptop,FRA,7132985.734
1,7,27,3,17,UHD,Non-Touch,Laptop,IND,6660746.708
12,3,13,26,10,FHD,Non-Touch,Desktop,FRA,2141985.72
22,3,53,17,15,FHD,Non-Touch,Laptop,FRA,1700138.713
20,15,56,18,17,FHD,Non-Touch,Laptop,CAN,3427435.83
20,3,55,14,17,FHD,Non-Touch,Laptop,IND,2192085.882
20,16,56,28,15,FHD,Touch,Laptop,FRA,1188130.685
25,15,54,28,17,FHD,Touch,Laptop,FRA,1592058.657
20,3,46,28,14,FHD,Non-Touch,Laptop,AUS,1028953.59
2,1,41,28,15,FHD,Non-Touch,Laptop,IND,759549.952
22,15,23,12,17,FHD,Non-Touch,Laptop,GER,2202153.786
19,15,70,14,10,FHD,Non-Touch,Desktop,FRA,2835741.678
20,3,49,14,15,FHD,Non-Touch,Laptop,AUS,3651895.17
20,15,54,14,15,FHD,Touch,Laptop,CAN,3175972.318
20,3,70,3,17,FHD,Non-Touch,Laptop,CHN,8799336
20,3,54,28,15,QHD+,Non-Touch,Laptop,GBR,4464624.199
26,13,39,28,15,HD+,Non-Touch,Laptop,AUS,474042.66
20,3,5,3,17,UHD,Non-Touch,Laptop,CAN,4673254.95
12,15,41,28,14,FHD,Non-Touch,Laptop,AUS,1190011.095
20,3,28,7,10,FHD,Non-Touch,Desktop,IND,2049908.451
40,13,40,28,15,HD+,Touch,Laptop,AUS,776171.5101
1,3,54,2,15,FHD,Non-Touch,Laptop,USA,4042192.105
20,3,4,17,10,FHD,Non-Touch,Desktop,IND,2375428.972
25,15,53,8,10,FHD,Non-Touch,Desktop,FRA,1075437.545
20,7,55,3,10,FHD,Non-Touch,Desktop,IND,2209253.466
7,13,40,28,15,HD+,Non-Touch,Laptop,FRA,591779.566
44,13,23,28,23,FHD,Non-Touch,Desktop,USA,779242.464
25,15,40,28,14,FHD,Non-Touch,Laptop,IND,889939.008
12,16,4,10,17,FHD,Non-Touch,Laptop,IND,1073918.118
20,7,54,3,15,FHD,Non-Touch,Laptop,IND,5723420.906
20,15,4,18,10,FHD,Non-Touch,Desktop,IND,2215691.31
20,15,41,28,15,UHD,Touch,Laptop,FRA,1624433.496
20,13,4,29,15,FHD,Touch,Laptop,FRA,1814172.5
20,15,23,28,17,FHD,Touch,Laptop,FRA,1304715.503
19,7,44,3,10,FHD,Non-Touch,Desktop,IND,6857389.224
22,15,41,18,15,FHD,Non-Touch,Laptop,FRA,1730959.454
20,3,54,28,13,UHD,Non-Touch,Laptop,GBR,3577044.709
13,3,23,13,13,QHD+,Touch,Laptop,CAN,3967256.93
18,15,23,5,10,FHD,Non-Touch,Desktop,IND,686755.4806
20,3,40,5,17,FHD,Non-Touch,Laptop,CHN,2899297.8
20,15,41,26,15,FHD,Non-Touch,Laptop,IND,3601065.754
1,7,41,3,15,FHD,Non-Touch,Laptop,CAN,5016437.79
42,13,39,28,15,HD,Non-Touch,Laptop,CHN,729886.878
10,15,43,14,10,FHD,Non-Touch,Desktop,FRA,1426865.44
20,3,59,31,10,FHD,Non-Touch,Desktop,FRA,3355225.412
42,13,23,28,13,FHD,Touch,Laptop,FRA,700881.398
22,15,23,17,15,FHD,Non-Touch,Laptop,FRA,1651593.384
25,15,28,14,10,FHD,Non-Touch,Desktop,IND,170907.66
6,15,4,5,17,FHD,Non-Touch,Laptop,CAN,1807650.472
20,7,56,7,15,FHD,Touch,Laptop,IND,3450953.66
20,3,23,14,10,FHD,Non-Touch,Desktop,FRA,1755585.37
20,3,4,18,15,FHD,Non-Touch,Desktop,FRA,1889061.356
22,3,55,18,10,FHD,Non-Touch,Desktop,GBR,2693451.096
20,3,70,2,15,FHD,Non-Touch,Laptop,CHN,7915156.2
22,3,16,7,10,FHD,Non-Touch,Desktop,FRA,2048185.37
20,3,67,28,13,UHD,Touch,Laptop,FRA,2126410.335
25,15,40,10,15,FHD,Touch,Laptop,FRA,1907345.328
35,3,19,26,10,FHD,Non-Touch,Desktop,IND,7777952.182
20,3,55,5,10,FHD,Non-Touch,Desktop,CAN,4009182.541
20,7,52,19,10,FHD,Non-Touch,Desktop,FRA,1761690.7
25,13,41,35,14,FHD,Touch,Laptop,AUS,1080743.895
22,3,41,18,15,FHD,Non-Touch,Laptop,FRA,1781226.279
44,13,39,28,15,FHD,Non-Touch,Laptop,AUS,682027.92
10,15,41,19,10,FHD,Non-Touch,Desktop,FRA,1869552.279
20,7,23,5,15,UHD,Touch,Laptop,IND,4276777.028
44,15,23,28,15,HD+,Non-Touch,Laptop,AUS,729507.87
44,13,23,28,21,FHD,Non-Touch,Desktop,CAN,762852.09
25,7,52,33,10,FHD,Non-Touch,Desktop,FRA,1218825.195
20,3,41,28,13,FHD,Non-Touch,Laptop,IND,2778908.496
22,15,70,26,10,FHD,Non-Touch,Desktop,GBR,3136636.888
12,3,54,32,15,FHD,Non-Touch,Laptop,IND,1562375.696
25,15,56,28,17,FHD,Touch,Laptop,FRA,1565605.23
20,15,41,28,15,QHD+,Non-Touch,Laptop,CAN,1307505.172
12,3,72,17,10,FHD,Non-Touch,Desktop,FRA,1848860.209
20,8,23,28,15,FHD,Touch,Laptop,GBR,1529877.587
20,7,23,28,15,FHD,Non-Touch,Laptop,IND,4634264.74
25,15,41,28,14,HD+,Touch,Laptop,FRA,961855.202
25,15,40,28,13,FHD,Touch,Laptop,FRA,1345774.5
18,15,70,28,10,FHD,Non-Touch,Desktop,FRA,812794.5
6,15,41,28,13,FHD,Non-Touch,Laptop,IND,2535430.128
25,15,7,28,13,QHD+,Non-Touch,Laptop,IND,4568672.08
1,3,52,3,17,UHD,Non-Touch,Laptop,AUS,8886977.82
20,3,4,7,15,FHD,Non-Touch,Laptop,CAN,3477179.16
19,6,58,11,10,FHD,Non-Touch,Desktop,IND,13992853
25,15,4,19,15,FHD,Touch,Laptop,IND,1856185.548
20,3,4,17,15,FHD,Touch,Laptop,GER,2908432.24
